Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
CHARMING & AFFORDABLE ON 1.1 ACRES,Patumahoe,3,1,4700,,Price by negotiation,Dwelling
Brand New Home in the Heart of Epsom,Epsom,4,4,,,"Asking price $2,350,000",House
Penthouse Living with Mesmerizing Harbour Views,City Centre,2,2,,,"Asking price $1,150,000",Apartment
Family Comfort Meets Stylish Entertaining,Pukekohe,4,2,641,,"Auction on 5 Jun, 9:42?€?am",House
"Smart Buying, City-Edge Living",Meadowbank,3,1,490,,Deadline sale by 29 May,House
"Stunning Terrace Home with Sea Views, Newmarket",Newmarket,2,1,,,Price by negotiation,Apartment
Outstanding DGZ Family Find,Remuera,4,2,518,,"Auction on 28 May, 10:00?€?am",House
Where Character Meets Opportunity- 90 Asquith Ave,Mount Albert,4,1,600,,"Auction on 28 May, 10:00?€?am",House
Sale Below CV ?€? Overseas Vendor Says Sell!,Panmure,2,1,,,"Auction on 21 May, 10:00?€?am",House
DUNWVAR1GL8LEBM6VU8Q,Pukekohe,4,2,641,,"Auction on 15 May, 2:00?€?pm",House
21WWUFYM46TOU2G62NWJ,Remuera,5,4,1399,,Price by negotiation,House
HIRU0T4SD29PWJBHSR10,Remuera,4,3,,,"Asking price $1,590,000",Townhouse
X7795AOHDCLKRHYNJVJW,Grey Lynn,1,1,,,"Asking price $585,000",Apartment
YOG72QZNOYDT4QD0K23L,Pokeno,,,,,Price by negotiation,Section
CHARMING & AFFORDABLE ON 1.1 ACRES,Patumahoe,3,1,4700,,Price by negotiation,Dwelling
Modern City Living ?€? Spacious & Stylish,City Centre,2,1,,,"Asking price $660,000",Apartment
First Time on the Market in 41 Years,Mount Albert,3,1,,,"Auction on 4 Jun, 9:52?€?am",House
F3VKBIFPSFG6MTWWMP3W,Tuakau,5,4,3600,,Price by negotiation,Dwelling
49OI2U41BA2QS0XDSFEC,Pukekohe,5,3,1270,,Price by negotiation,House
OWWNURSO6YFN8KVVCO1Z,Pukekohe,4,2,666,,"Asking price $1,149,000",House
Y136P5SNYB76AYSLGV7H,Orakei,4,3,,,Price by negotiation,House
S0GY12B358BNK6TRMTXW,Northcote,2,1,,,"Asking price $699,000",Apartment
Time to start your dream home,Pokeno,,,1000,,"Auction on 7 May, 5:19?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 7 May, 5:18?€?am",House
BM71XH3C9A9AA3A0IUPU,City Centre,1,1,,,Price by negotiation,Apartment
PRIME 4.4 HA DEVELOPMENT OPPORTUNITY,Karaka,6,3,,,"For sale by tender,  24 Apr",House
DELUXE FAMILY HAVEN IN AN APPRECIATING LOCATION,Karaka,4,2,511,,"Asking price $1,375,000",House
IV8B83J9KQN0OE3PLWH9,City Centre,2,2,,,"Asking price $1,350,000",Apartment
KUAOQWILT1QABL0HM1PO,City Centre,1,1,,,"Asking price $669,000",Apartment
WL9XYZUWJ2W0VFAVQ1MA,Totara Vale,4,2,438,,Price by negotiation,House
89H0HD27GA2D1GT3SCGL,City Centre,1,1,,,"Asking price $79,000",House
KT8OZJHB6OPY2OGGAVC5,Karaka,4,2,511,,"Asking price $1,375,000",House
9S9D60I9Z1I7VTSZB6SD,Kohimarama,3,3,174,,Price by negotiation,Townhouse
Downtown Boutique Charm,City Centre,2,2,,,"Asking price $1,080,000",Apartment
FREEHOLD BIG CITY HOME & CARPARK NEAR WATERFRONT,City Centre,1,1,,,"Asking price $725,000",Apartment
2JWUVSUOI9K6KSY0FEU8,City Centre,1,1,,,"Asking price $889,000",Apartment
AE9NF7JDDEEWYFE20EAW,Drury,2,1,105200,,"Asking price $2,285,000",Dwelling
EYN468TD53EUZEJMNGM1,City Centre,1,1,,,Deadline sale by 14 May,Apartment
T7P5Q1MO2N9XJLLK580E,Kumeu,6,3,85300,,Price by negotiation,House
S39H333O4PZBP384MLMM,Bombay,,,12100,,Price by negotiation,Bare land
Elevated Scenic Beauty Only 5km to Motorway,Bombay,4,3,21300,,Price by negotiation,Dwelling
Brand New Home in the Heart of Epsom,Epsom,4,4,,,"Asking price $2,350,000",House
MORTGAGEE SALE,Ellerslie,1,1,,,"Auction on 1 Jun, 9:42?€?am",Apartment
BRE8U8RSEHHC2JZ5U8R6,Pukekohe,5,3,1270,,Price by negotiation,House
4AV48802EIXNX95DXK8C,Randwick Park,3,1,579,,Price by negotiation,House
5EE0QBAWDUYIVZ7Q8VPW,Remuera,4,3,188,,Price by negotiation,House
9GODETPD396R4DK6GNDU,City Centre,1,1,,,"Asking price $280,000",Apartment
S0T5EZDHDVASMNA5DVXZ,Pukekohe,4,2,602,,Deadline sale by 14 May,House
Urgent Sale - Highly Motivated Vendor,City Centre,1,1,,,Price by negotiation,Apartment
BUYER'S PRICE GUIDE - high $900k plus range,Waiuku,3,1,10400,,Price by negotiation,Dwelling
Rare Opportunity in Mt Albert ?€? First Time on ...,Mount Albert,3,1,,,"Auction on 31 May, 9:44?€?am",House
LOCATION AND COMFORT,Greenlane,3,1,,,"Auction on 28 May, 10:00?€?am",House
"Sunshine, Style, and Coastal Vibes ?€? Brand New...",Wai O Taiki Bay,4,3,,,Price by negotiation,House
62SK9V29RAODKT19HULT,Ellerslie,1,1,,,"Auction on 21 May, 2:00?€?pm",Apartment
GSFPDIPD79EQ7O27VS35,City Centre,2,1,,,"Asking price $699,000",Apartment
BB8XV2HQ6KWL0AF7ZR2V,Onewhero,4,2,243900,,"Auction on 15 May, 2:00?€?pm",Dwelling
ORAD3HR24L2QNN7NOW2E,Glenbrook,4,2,603,,"Asking price $945,000",House
Time to start your dream home,Pokeno,,,1000,,"Auction on 3 May, 5:02?€?am",Bare land
!! SERIOUS SELLERS DEMAND ACTION !!,Pukekohe East,4,2,92700,,"For sale by tender,  20 May",Dwelling
Discover the potential,Paerata,,,25800,,Price by negotiation,Bare land
Exquisite 4 Bedroom Gem with Granny Flat Layout!,Glenbrook,4,3,578,,Price by negotiation,House
The good kiwi life on 780m?? Freehold Parkside land,Glen Innes,3,1,781,,"Auction on 30 May, 9:46?€?am",House
G4KV4K0U3XMW59GP4XLG,Hillsborough,3,2,1052,,"Asking price $1,290,000",House
C3SJ3HY7OJ5EXJSD9MTH,Karaka,4,3,49100,,"For sale by tender,  7 May",Dwelling
Q7CJ3DZWNKB8969IVV8S,Onehunga,1,1,,,Price by negotiation,Apartment
EJ8TC0G79EYLMSCQ2584,Paerata,,,25800,,Price by negotiation,Bare land
Your Coastal Project Awaits!,Awhitu,2,1,1012,,"Asking price $695,000",House
Welcome to your modern townhouse oasis!,Mount Albert,2,3,76,,"Asking price $1,260,000",Townhouse
Timeless Elegance on Immaculate Land,Waiau Pa,4,2,40300,,"Auction on 29 May, 9:43?€?am",Dwelling
Spacious Family Oasis with Stunning Views,Flat Bush,6,4,376,,Price by negotiation,House
Smart Start or Savvy Investment,Remuera,2,1,,,"Auction on 21 May, 10:00?€?am",Unit
PFNECJCIF4BNZ22317JV,City Centre,2,1,,,"Asking price $495,000",Apartment
RAPLN44FC5G3A5NWBL72,Epsom,,,755,,Price by negotiation,Section
5DNTLSENL66VLBM1DRVH,Bombay,,,12100,,Price by negotiation,Bare land
UT5EIYLQ38LAMM3C1F86,Saint Heliers,4,4,5290,,"Asking price $7,190,000",House
TDGM6DUUI9KZ3K4DKI8R,Karaka,,,8600,,Price by negotiation,Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 1 May, 5:25?€?am",House
"Spacious Lifestyle Section ?€? Nature, Serenity ...",Awhitu,,,4170,,"Asking price $585,000",Section
HIGH COURT SALE,New Lynn,3,1,,,"Auction on 28 May, 5:09?€?am",Unit
Open home cancelled,Pukekohe,3,1,630,,"Asking price $770,000",House
HIGH COURT SALE,New Lynn,3,1,,,"Auction on 28 May, 5:09?€?am",Unit
Rare Opportunity in Mt Albert ?€? First Time on ...,Mount Albert,3,1,,,"Auction on 21 May, 10:00?€?am",House
9NIMV2XD5EKAJYJX6TOY,Kaiaua,2,1,1282,,"Asking price $899,950",House
IJ51WSRU9Q56KEJY8BTM,City Centre,1,1,,,"Asking price $299,000",Apartment
FTIQBS7ONN73S9UF2182,City Centre,1,1,,,Price by negotiation,Apartment
KE94609KPX7MWJDQFWJM,City Centre,2,2,,,"Asking price $1,225,000",Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 30 Apr, 5:31?€?am",Section
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,,,"Asking price $785,000",Townhouse
Spectacular Harbour View,City Centre,2,2,,,Price by negotiation,Apartment
HIGH COURT SALE,New Lynn,3,1,,,"Auction on 27 May, 5:19?€?am",Unit
ZYHP0SMTG4DE3FV6CF9C,Waiuku,3,2,600,,Price by negotiation,Dwelling
CO25QS8THWKGDX2UB4JS,Kohimarama,3,3,174,,Price by negotiation,Townhouse
9Y2ADX3H03EATK4KBHUS,Massey,1,1,89,,"Asking price $588,888",Townhouse
NVUMRUCVLG6FDDTOMHGN,City Centre,2,2,,,"Asking price $1,749,000",Apartment
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 29 Apr, 5:18?€?am",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 29 Apr, 5:18?€?am",House
TPOTNFC8H4K37SS5UR1G,Meadowbank,4,4,,,Price by negotiation,Unit
"Prestigious Home, Stunning Sunsets",Pukekohe,4,2,1014,,Price by negotiation,House
"10.5 ha - SAVVY INVESTORS, EQUESTRIAN & LIFEST...",Drury,2,1,105200,,"For sale by tender,  15 Apr",Dwelling
AKRYGW1OU047DIDNE64A,One Tree Hill,2,1,,,Price by negotiation,Unit
KI54UIWD63XNDAI0AYRS,Waiuku,3,1,206100,,Price by negotiation,Dwelling
6WJ4NY7W7ULIT9SQLXBC,Epsom,4,4,,,Price by negotiation,House
VQV7JRRGFJZISCA1SLM2,City Centre,1,1,,,"Asking price $129,000",Apartment
M61OJTHGPIY11K0I8NJA,City Centre,2,1,,,"Asking price $550,000",Apartment
Experience City Living at New Heights,City Centre,2,1,,,"Asking price $270,000",Apartment
HIGH PERFORMANCE HOME BUILT FOR THE FUTURE,Karaka,3,2,412,,Price by negotiation,House
MORTGAGEE SALE,Ellerslie,1,1,,,"Auction on 25 May, 9:43?€?am",Apartment
HIGH COURT SALE,New Lynn,3,1,,,"Auction on 21 May, 2:00?€?pm",Unit
MORTGAGEE SALE,Ellerslie,1,1,,,"Auction on 21 May, 2:00?€?pm",Apartment
1GREID2UP5G5B1FNUJS0,Pukekohe,4,3,255800,,Price by negotiation,Dwelling
O5KA6US3P61XBP0F2PE1,City Centre,2,1,,,"Asking price $949,000",Apartment
VED97OWXWL5BYCJGOELB,Pukekohe,3,2,345,,Price by negotiation,House
R9OBULNQSFZFXIQHU3VF,Massey,1,1,89,,"Asking price $588,888",Townhouse
JGGABR7BC5OLTX1Q228P,Tuakau,,,525,,Price by negotiation,Section
Unmatched Urban Convenience,City Centre,1,1,,,"Asking price $79,000",House
FUTURE URBAN ZONED - HIGH GROWTH AREA,Pukekohe,6,3,392700,,Price by negotiation,Dwelling
$100K PRICE DROP - 11.9HA GRAZING,Hunua,4,2,119100,,"Asking price $1,550,000",Dwelling
MORTGAGEE SALE,Pukekawa,2,2,68200,,"Auction on 24 May, 9:40?€?am",Dwelling
First Home or Investment in Top Location,Pukekohe,2,1,,,Price by negotiation,House
34SQ021674P4ITRB7D6U,Pukekohe,4,1,499,,Price by negotiation,House
JKJESQLUIXE1ZNL2SAIJ,Pukekohe,3,2,4094,,Price by negotiation,House
V0AZH5N3RWY5HU1DJB9L,Mangatawhiri,3,2,24300,,Price by negotiation,Dwelling
V5GIIUKD467SWDSBR99I,Silverdale,3,2,,,"Asking price $899,000",House
VRBAFE696S90WL7QTL7Z,Pukekohe East,4,2,92700,,"For sale by tender,  20 May",Dwelling
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 26 Apr, 5:02?€?am",Bare land
"Edwardian Character, Contemporary Chic",City Centre,2,1,,,"Asking price $879,000",Apartment
Heart of Remuera: new DGZ home,Remuera,4,3,188,,Price by negotiation,House
"2 Week Promotion asking for only $759,000",Pukekohe,3,2,168,,"Asking price $759,000",House
MORTGAGEE SALE,Mellons Bay,4,2,1019,,"Auction on 23 May, 9:54?€?am",House
MORTGAGEE SALE,Pukekawa,2,2,68200,,"Auction on 21 May, 2:00?€?pm",Dwelling
GOWO9Z2HI5WF2021DI6D,Omiha,,,968,,"Asking price $495,000",Section
M3SK1KZIZBQG8QZO5RQ0,Silverdale,3,3,,,"Asking price $939,000",House
55RKK32N4U3Y7IA4TXGT,Hobsonville,,,124,,"Asking price $480,000",Section
BKYRC0IN0MXMVS6N5N9H,Pukekohe,3,2,259,,"Asking price $770,000",House
4NLQMEOIP61MIPAQIBTV,Orakei,4,3,,,"Asking price $1,690,000",House
Perfect First Home or Investment!,Pukekohe,2,1,,,Price by negotiation,Unit
Your Personal Paradise in Pukekohe,Pukekohe,,,621,,Price by negotiation,Section
GORGEOUS SPOT; HEART OF VALLEY PARKS & RESERVES!,Pukekohe,3,2,461,,"Auction on 22 May, 9:41?€?am",House
Carnachan Architectural Family Home,Saint Heliers,4,2,649,,"Auction on 14 May, 10:00?€?am",House
DGZ Freehold with Rangitoto Views,Remuera,4,3,267,,Deadline sale by 15 May,House
"Smart, Spacious, Secure",Saint Johns,4,2,744,,"Auction on 14 May, 10:00?€?am",House
O12V0549NY4AYEMGO28M,Pukekohe,4,2,419,,Price by negotiation,House
DAJ0BMGRNTCFUB4KVUJW,Karaka,4,3,49100,,"For sale by tender,  7 May",Dwelling
KRWCIQ3Q46FOZDYCV46M,Grey Lynn,1,1,,,"Asking price $585,000",Apartment
JE63X1GJ7IZZPX7BQ3MQ,City Centre,3,2,,,"Asking price $79,000",Apartment
H7VQBD7N6Z8GKUMOIR23,Drury,6,4,116500,,Price by negotiation,Dwelling
Seaview Premium Living by Britomart,City Centre,2,1,,,"Asking price $648,000",Apartment
Spacious & Stylish City Living,City Centre,2,1,,,Deadline sale by 23 Apr,Apartment
Stunning New Build in the Heart of Valley,Pukekohe,4,2,666,,"Asking price $1,149,000",House
MORTGAGEE SALES,Avondale,3,1,807,,"Auction on 21 May, 9:43?€?am",House
WE713U7SO1EEZLR2VQZT,Pukekohe,4,2,419,,Price by negotiation,House
70I59RTEU3MYMSU4FJIH,Matakana,4,4,15900,,Price by negotiation,Dwelling
Q38VR0PMCMQ2QORROYOS,Greenlane,3,3,,,Price by negotiation,Townhouse
YP6Q4D3WQMW5J69B6V3V,City Centre,2,1,,,Deadline sale by 23 Apr,Apartment
19PKKWHWD914R93FYHGQ,Mangatawhiri,3,2,24300,,Price by negotiation,Dwelling
3Q3NDO2VC1FGEJNCKH7V,City Centre,1,1,,,"Asking price $349,000",Apartment
"2,582m2 Mixed use zone, RC for 15 homes ready ...",Silverdale,6,6,,,Price by negotiation,House
ELEVATED MODERN LUXURY RETREAT,Pukekawa,3,2,10000,,Price by negotiation,Dwelling
"Edwardian Character, Contemporary Chic",City Centre,2,1,,,"Asking price $879,000",Apartment
INNOVATIVE MODERN LUXURY- STYLISH POOLSIDE LEISURE,Waiau Pa,5,3,33500,,"Auction on 20 May, 9:46?€?am",Dwelling
YARSJATF5W1OK9MWMBXX,Waitakere,5,2,50003,,"Asking price $1,340,000",House
1GU0KHY3MMU8VXEJZZD8,Glen Innes,4,3,153,,Price by negotiation,House
TBH0O2Q14KDYO3HC5HWR,City Centre,1,1,,,"Asking price $269,000",Apartment
SSHFWMP98Z4OTVOF3PKP,Pukekohe,4,2,443,,"Asking price $799,000",House
GPB9XBTG6CUXBQH164FB,Orakei,4,2,,,"Asking price $1,790,000",House
ADG3KNVB8SWMKTXRL5BN,City Centre,2,2,,,Price by negotiation,Apartment
ARCHITECTURAL BRILLIANCE,Pukekohe,5,3,1270,,Price by negotiation,House
Potential plus! Reinvent this lifestyle starter!,Glenbrook,4,1,11100,,Price by negotiation,Dwelling
INNOVATIVE MODERN LUXURY- STYLISH POOLSIDE LEISURE,Waiau Pa,5,3,33500,,"Auction on 19 May, 9:45?€?am",Dwelling
TQX9HNRYS50DH97B6WVT,Grey Lynn,1,1,,,"Asking price $585,000",Apartment
KC576XWQMYA4M5B7X3ZM,Mission Bay,2,2,,,"Asking price $1,980,000",Apartment
NOMRHXXIMAJIHW2DFI6X,City Centre,1,1,,,Price by negotiation,Apartment
FIXOL8GFEUA1Q1LMMQMO,Northcote,1,1,,,"Asking price $499,000",Apartment
1K5UIA2KSS3SM65KX4ZS,City Centre,2,1,,,"Asking price $648,000",Apartment
Live in or Rent Out by Uni Precinct- Zoned In AGS,City Centre,1,1,,,"Asking price $349,000",Apartment
Downtown Delight - Live the City Life!,City Centre,2,1,,,"Asking price $720,000",Apartment
24 Carat Magic,Pukekohe,3,2,400,,"Auction on 18 May, 9:42?€?am",House
MORTGAGEE SALE,Kaipara Flats,5,1,186400,,"For sale by tender,  15 May",Dwelling
VQ835FZE8397UXIZ70P9,Pukekohe,5,3,675,,Price by negotiation,House
VZC4QB34H5H0S9JO0NDQ,Kaiaua,2,1,1282,,"Asking price $899,950",House
44PFATX6ZBR7GBIGV0FY,City Centre,2,1,,,Price by negotiation,Apartment
J4TJ3RSWRXMWMMGCJ2VI,City Centre,1,1,,,"Asking price $669,000",Apartment
Z1JS5KK92M2D1QHA61N2,City Centre,2,2,,,"Asking price $689,000",Apartment
C7QZ7IM822BGTGZ06BDW,Remuera,4,3,188,,Price by negotiation,House
Brick and Tile Family Haven!,Pokeno,4,2,570,,Price by negotiation,House
Grand Mansion on 706m2 freehold,West Harbour,6,2,706,,"Asking price $1,395,000",House
Instantly Appealing,Pukekohe,3,2,345,,Price by negotiation,House
WV56GZ7CXFT2EJ4TAO5N,Tuakau,4,2,861,,Deadline sale by 16 Apr,House
BJIL0BA8JFM3UU67FBF2,City Centre,2,1,,,Price by negotiation,Apartment
GVVKDO0BN869HECT51LY,City Centre,2,1,,,"Asking price $379,000",Apartment
YFUML2QNJEWE62L4ER35,Pukekohe,4,2,234,,Price by negotiation,House
SFXLYOATWRWU4ZVQ3MHR,Takapuna,3,2,,,Price by negotiation,Townhouse
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 19 Apr, 5:02?€?am",Dwelling
Beachside Elegance in Takapuna,Takapuna,3,2,,,"Asking price $1,299,000",Townhouse
Brand New Home in the Heart of Epsom,Epsom,4,4,,,Price by negotiation,House
Renovated Home on 607m2 in Stonefields School zone,Saint Johns,3,1,607,,"Auction on 30 Apr, 10:00?€?am",House
Family Comfort Meets Stylish Entertaining,Pukekohe,4,2,641,,"Auction on 16 May, 9:50?€?am",House
DPW40960P4HELU39XQ5G,Paerata,4,3,389,,"Asking price $1,139,000",House
CR0S7IEK1BAZH01SV60G,Paerata,4,3,519,,Price by negotiation,House
IOOOP1DMKZWWSLTME19D,Pukekohe,3,2,178,,Price by negotiation,House
Q0TN43GFEVB8K7TZLCUZ,Silverdale,3,3,,,"Asking price $939,000",House
FK9W21XG3K87TY8STTJB,Drury,,,11000,,"Asking price $915,000",Bare land
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 18 Apr, 5:00?€?am",Section
DMAFTF3HIT1TNWTU8M7K,Pukekohe,3,1,233,,Price by negotiation,House
Where Family Life Finds Its Flow,Onewhero,4,2,2500,,"Asking price $1,195,000",Dwelling
PRIME POSITION - ONE OF THE LAST LEFT,Tuakau,,,525,,Price by negotiation,Section
Opposite to SKYTOWER & CRL Station,City Centre,2,2,,,"Asking price $709,000",Apartment
MORTGAGEE SALES,Avondale,3,1,807,,"Auction on 15 May, 9:52?€?am",House
WPCBP4VQU4HWOK9VGI8C,Mangatawhiri,3,2,24300,,Price by negotiation,Dwelling
7GBEOAENW4SS6NIY8Q7C,Remuera,4,3,413,,"Asking price $1,875,000",House
INAR1LBYU8UAQM0TBSFS,Remuera,5,4,522,,"Asking price $2,980,000",House
8XEEQFFMJSKTWQZ9G3OC,Mangere East,4,2,675,,"Auction on 30 Apr, 2:00?€?pm",House
4BOI4PZNLY3JGO4U0L9W,Pukekohe,4,2,1014,,Price by negotiation,House
XB03ES2HHKH1V2UXVC21,Clarks Beach,3,2,601,,Price by negotiation,House
"CENTRALLY LOCATED - 15 ACRES - EQUINE, CATTLE ...",Patumahoe,4,2,60400,,Price by negotiation,Dwelling
A Great Starter On A Convenient Location in DGZ,Greenlane,2,1,,,Price by negotiation,Unit
Spacious Family Home in Prime Location,Pukekohe,4,2,586,,"Auction on 14 May, 9:48?€?am",House
IT5KX79D5OLH8VMFMNCK,City Centre,2,2,,,"Asking price $1,225,000",Apartment
PSN7W6VCOTBJ4NDGU4HJ,Pukekohe,6,4,652,,Price by negotiation,House
CQAYBV5BQ7D5WMDW8O72,Clevedon,3,3,3800,,Price by negotiation,Dwelling
32CBKJR2L8RYLSGLPQLD,Drury,4,2,8200,,"Asking price $1,798,000",Dwelling
Seaview Premium Living by Britomart,City Centre,2,1,,,"Asking price $648,000",Apartment
Next-Level Living at Meadowbank!,Meadowbank,4,4,,,Price by negotiation,Unit
What More Could you Want!,Orakei,4,3,,,"Auction on 13 May, 9:45?€?am",House
5SGQGDQAW4J0JUFAIL22,Glen Eden,1,1,,,"Asking price $278,000",Apartment
AG4W17O5XFKMV2X0VK4N,Pukekohe,3,2,704,,Price by negotiation,House
S5YF4OYDKA4C5EDRYF7N,Patumahoe,3,1,4700,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 15 Apr, 5:01?€?am",House
Live in Or Rent out by Uni Precinct,City Centre,1,1,,,"Asking price $269,000",Apartment
EV6OALNCNOUDDRL1GZ0J,Epsom,5,4,,,"Asking price $2,350,000",House
What More Could you Want!,Orakei,4,3,,,"Auction on 12 May, 9:53?€?am",House
M6T4RB3G4CIYQ5XGPVN3,City Centre,2,2,,,"Asking price $1,225,000",Apartment
QSQRQCMLW7EO47F5M6BC,Remuera,4,3,,,"Asking price $1,590,000",Townhouse
ICWEMH535BKL8MFFMUHX,Mangere,2,1,,,"Asking price $699,000",Townhouse
PLBWPFILW2ICBLECZ6RU,Sunnynook,4,2,413,,Deadline sale by 17 Apr,House
9CCJEZR24IYS1DN7UCIU,Pukekohe,3,2,691,,Price by negotiation,House
ITS GOTTA GO! - 20.6 hecatare with coastal views!,Waiuku,3,1,206100,,"Asking price $1,295,000",Dwelling
Mixed Housing Suburban Zone Opportunity in Karaka,Karaka,4,3,10330,,Price by negotiation,House
"Vendor Paid $1.02M and Now Selling $429,000",City Centre,2,2,,,"Asking price $429,000",Apartment
INDOOR-OUTDOOR LIFE ON A LARGE SCALE + INCOME,Onewhero,4,2,243900,,"Auction on 11 May, 9:47?€?am",Dwelling
MORTGAGEE SALE,Mangere East,3,1,685,,"Auction on 7 May, 2:00?€?pm",House
MORTGAGEE SALE,Kumeu,5,4,11155,,"For sale by tender,  8 May",House
5LAUIZL3G4Z79DXI4IEX,City Centre,1,1,,,Price by negotiation,Apartment
NBR9M9DK1J2EORPB7BND,City Centre,2,1,,,"Asking price $879,000",Apartment
2M86P7DZZY3QDTVT65BQ,Pukekohe,3,2,702,,Price by negotiation,House
K7LHQ6TLTEISCXMO1V26,Tawharanui Peninsula,4,3,77100,,"For sale by tender,  16 Apr",Dwelling
INRVVGTCUPEWP35BGGIK,Pukekohe,4,2,149,,Price by negotiation,Townhouse
Luxury City Living in The Pacifica,City Centre,1,1,,,"Asking price $949,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 13 Apr, 7:41?€?am",Townhouse
Heart of Remuera Living - DGZ,Remuera,3,2,,,"Auction on 10 May, 7:39?€?pm",Unit
"Classic Unit, Prime Location",Pukekohe,2,1,,,Deadline sale by 28 Apr,House
Elevate Your Lifestyle at 103/3 Tiakina Road,Northcote,2,1,,,"Asking price $749,000",Apartment
Your Gateway to Remuera?€?s Northern Slopes ?€? DGZ,Remuera,3,2,,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 13 Apr, 7:31?€?am",Bare land
MORTGAGEE SALE,Weymouth,4,1,600,,"Auction on 10 May, 7:29?€?pm",House
"Charming Character, Modern Comfort",City Centre,2,1,,,Deadline sale by 7 May,Apartment
XXME8EWZM2FQZQSMVH4H,Newmarket,1,1,,,"Auction on 9 Apr, 10:00?€?am",Apartment
HKSG5QRG068NM5J17R7Y,Waiuku,,,5656,,Price by negotiation,Section
99JWW7VESGEW5PXIU46P,Glenbrook,4,3,623,,Price by negotiation,House
QG1X8OQ4R07ICHQOQ4ZC,Awhitu,,,4497,,"Asking price $585,000",Section
Y4HLX5P7376A6BN270YM,Mission Bay,6,3,872,,Price by negotiation,House
CHARMING & AFFORDABLE ON 1.1 ACRES,Patumahoe,3,1,4700,,"Auction on 10 Apr, 2:00?€?pm",Dwelling
Heart of Remuera Living - DGZ,Remuera,3,2,,,"Auction on 10 May, 3:43?€?pm",Unit
Contemporary & Elegant Lifestyle,Stanmore Bay,3,2,198,,"Asking price $985,000",Townhouse
VV0Q3ZCH6YCB51397DBU,Orakei,3,3,,,"Asking price $1,690,000",Townhouse
72Z1DDKJYX1ZOTO9MQTG,City Centre,2,1,,,"Asking price $660,000",Apartment
O6TRO4I3FARTFUZ90U5L,Drury,2,1,105200,,"For sale by tender,  15 Apr",Dwelling
YYC9IC2BTYLRA7C6D84O,Mangatawhiri,3,2,24300,,Price by negotiation,Dwelling
ECZYWF05HDJO9447JDUL,City Centre,2,2,,,"Asking price $709,000",Apartment
79W0J2ECU5RTC7E97VOX,City Centre,1,1,,,"Asking price $288,000",Apartment
CQISZPIBV35DB2OC5U9L,Waiuku,,,5656,,Price by negotiation,Section
ZEUG4TGS8YLECCAL1GEC,Karaka,,,7100,,Price by negotiation,Bare land
AJQOMJUGSGZ1L36Q5JV3,West Harbour,6,6,,,"For sale by tender,  1 May",House
V2KYIC4QZA98RY92MZEP,Pukekohe,3,2,1517,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 13 Apr, 5:04?€?am",Apartment
Diamond in the Rough,Pukekohe,3,1,1037,,Price by negotiation,House
Your beautiful home Awaits!!,Pukekohe,3,2,304,,Price by negotiation,House
This Is the One!,Pukekohe,3,2,322,,Price by negotiation,House
24 Carat Magic,Pukekohe,3,2,400,,"Auction on 10 May, 9:52?€?am",House
